"Game"	"Platform"	"Score"	"Genre"
"Fantastic 4"	"GC"	6.5	"Action"
"Restricted Area"	"PC"	6	"Action, RPG"
"Midnight Club 3: DUB Edition"	"PSP"	7.1	"Racing"
"TrackMania Sunrise"	"PC"	8	"Racing, Editor"
"Fantastic 4"	"PC"	6.5	"Action"
"Fantastic 4"	"XB"	6.5	"Action"
"Tom Clancy's Splinter Cell Chaos Theory"	"DS"	6	"Action, Adventure"
"Mobile Suit Gundam: Gundam vs. Zeta Gundam"	"PS2"	3.4	"Action"
"Fantastic 4"	"PS2"	6.5	"Action, Adventure"
"Mega Man Battle Network 5: Team Protoman"	"GBA"	6.5	"RPG"
"Kid Warlock"	"Wireless"	6	"Action"
"Mega Man Battle Network 5: Team Colonel"	"GBA"	6.5	"RPG"
"Mafia Wars [2004]"	"Wireless"	7.7	"Action"
"Stargate SG-1"	"Wireless"	6.5	"Action"
"Meteos "	"DS"	9	"Puzzle"
"Bewitched"	"Wireless"	4.8	"Trivia"
"Psychonauts"	"PS2"	8.6	"Platformer"
"Batman Begins"	"GBA"	7	"Action"
"Bomberman"	"DS"	7.5	"Action"
"Zoo Tycoon 2 Mobile"	"Wireless"	8	"Simulation"
"Destroy All Humans!"	"XB"	7	"Action, Adventure"
"Destroy All Humans!"	"PS2"	7	"Action, Adventure"
"Max Trigger: Insurgence"	"Wireless"	6.2	"Shooter"
"RollerCoaster Tycoon 3: Soaked!"	"PC"	8.2	"Simulation"
"Ivan &quot;Ironman&quot; Stewart's Super Off Road"	"Wireless"	7.1	"Racing"
"Battlefield 2"	"PC"	8.9	"Shooter"
"Mr. &amp; Mrs. Smith"	"Wireless"	5.7	"Action"
"Conker: Live &amp; Reloaded"	"XB"	8.1	"Shooter"
"Tom Clancy's Splinter Cell Chaos Theory"	"N-Gage"	8.8	"Action, Adventure"
"Batman Begins"	"GC"	7.6	"Action"
"WWE Aftershock"	"N-Gage"	5	"Wrestling"
"Necromania: Traps of Darkness"	"PC"	4.5	"Action"
"Banjo-Kazooie: Grunty's Revenge Missions"	"Wireless"	7.2	"Action"
"Fantastic 4"	"Wireless"	7	"Action"
"Batman Begins"	"XB"	6.8	"Action"
"Batman Begins"	"PS2"	6.8	"Action"
"Arc the Lad: End of Darkness"	"PS2"	6.9	"Action, RPG"
"War of the Worlds"	"Wireless"	7.8	"Shooter"
"Supreme Ruler 2010"	"PC"	7.8	"Strategy"
"Tom Clancy's Rainbow Six 3: Iron Wrath "	"PC"	8.1	"Shooter"
"Still Life"	"XB"	7	"Adventure"
"GTR FIA Racing"	"PC"	8.5	"Racing, Simulation"
"Still Life"	"PC"	7.4	"Adventure"
"Capcom Fighting Evolution"	"XB"	6.8	"Fighting"
"In the Groove"	"PS2"	7.5	"Music"
"GoldenEye: Rogue Agent"	"DS"	6.5	"Shooter"
"Super Adventure Island"	"Wireless"	8.5	"Adventure"
"Fishtank Frenzy"	"Wireless"	6.8	"Simulation"
"Juiced"	"XB"	6.8	"Racing"
"Juiced"	"PS2"	6.5	"Racing"
"Photo Aquarium"	"Wireless"	8	"Virtual Pet"
"Juiced"	"PC"	6	"Racing"
"Kirby Canvas Curse"	"DS"	9	"Action"
"Yoshi Topsy Turvy"	"GBA"	5	"Action"
"Pac-Man Pinball"	"Wireless"	3	"Pinball"
"Digimon World 4"	"XB"	6.1	"Action, RPG"
"Digimon World 4"	"GC"	6.1	"Action, RPG"
"ER"	"PC"	7	"Strategy, RPG"
"Area 51"	"PC"	7.5	"Shooter"
"Slyder"	"Wireless"	8.9	"Puzzle"
"Digimon World 4"	"PS2"	6.1	"Action, RPG"
"Grand Theft Auto: San Andreas"	"XB"	9.5	"Action, Adventure"
"Daily Puzzle"	"Wireless"	8.2	"Puzzle"
"Double Dragon EX"	"Wireless"	7.8	"Fighting, Action"
"Grand Theft Auto: San Andreas "	"PC"	9.3	"Action, Adventure"
"Madagascar"	"DS"	6.5	"Action"
"Madagascar"	"GBA"	7	"Action"
"Samurai Western"	"PS2"	6	"Action"
"Medal of Honor: European Assault"	"XB"	8.1	"Shooter"
"Medal of Honor European Assault"	"GC"	8.1	"Shooter"
"Medal of Honor: European Assault"	"PS2"	8.1	"Shooter"
"Madagascar"	"XB"	7	"Action"
"Jewel Quest"	"Wireless"	9.1	"Puzzle"
"Madagascar"	"PS2"	7	"Action"
"Madagascar"	"GC"	7	"Action"
"Imperial Glory"	"PC"	8.5	"Strategy"
"Madagascar"	"PC"	7	"Action"
"Advent Rising"	"XB"	7.8	"Action"
"Batman Begins"	"Wireless"	7.1	"Action"
"Dungeon Lords"	"PC"	4.5	"Action, RPG"
"The Longest Yard"	"Wireless"	7.4	"Sports"
"Elektra"	"Wireless"	5.3	"Action"
"MVP Baseball"	"PSP"	7.5	"Sports"
"Smart Bomb"	"PSP"	5	"Puzzle"
"Metal Slug 4 &amp; 5"	"PS2"	6	"Shooter"
"Finny the Fish &amp; the Seven Waters"	"PS2"	5.3	"Adventure"
"Civil War: Road to Gettysburg"	"Wireless"	7.1	"Strategy"
"Boulder Dash Tournaments for Prizes"	"Wireless"	8.2	"Puzzle, Action"
"Haunting Ground"	"PS2"	7.7	"Adventure"
"Fire Emblem: The Sacred Stones "	"GBA"	8.5	"Strategy, RPG"
"Destroy All Humans!"	"Wireless"	7	"Action"
"Constantine"	"Wireless"	7	"Action"
"Need for Speed Underground 2"	"DS"	7	"Racing"
"Star Wars Galaxies: Rage of the Wookiees"	"PC"	7.6	"RPG"
"Tin Soldiers: Julius Caesar"	"PC"	7.9	"Strategy"
"Wario Ware Twisted!"	"GBA"	9.5	"Action"
"Guild Wars"	"PC"	9	"RPG"
"Bruce Lee"	"Wireless"	7.1	"Action"
"Cold Winter"	"PS2"	7.5	"Shooter"
"Star Wars: Episode III: Revenge of the Sith"	"GBA"	7	"Action"
"Star Wars: Episode III: Revenge of the Sith"	"DS"	7.5	"Action"
"Running of the Bulls"	"Wireless"	6.7	"Action"
"Motocross Mania 3"	"XB"	3.8	"Racing"
"Spy vs. Spy"	"XB"	4.5	"Action"
"Predator: Concrete Jungle"	"PS2"	5.5	"Action"
"Rave Master"	"GC"	6.8	"Fighting"
"Predator: Concrete Jungle"	"XB"	5.5	"Action"
"Tom Clancy's Ghost Recon 2"	"GC"	6	"Shooter"
"Star Wars: Episode III: Revenge of the Sith"	"PS2"	4.5	"Action"
"Star Wars: Episode III: Revenge of the Sith"	"XB"	4.5	"Action"
"Strike Force Bowling"	"GC"	4	"Sports"
"MC Groovz Dance Craze"	"GC"	2.7	"Music"
"Tom Clancy's Ghost Recon: Jungle Storm"	"Wireless"	7.5	"Shooter"
"Stella Deus: The Gate of Eternity"	"PS2"	7.7	"Strategy, RPG"
"Puyo Pop Fever "	"DS"	8.5	"Puzzle"
"MX World Tour: Featuring Jamie Little"	"XB"	5	"Racing"
"Donkey Konga 2"	"GC"	8	"Music"
"Hot Shots Golf: Open Tee"	"PSP"	8.8	"Sports, Action"
"Wheel of Fortune For Prizes"	"Wireless"	7.2	"Trivia"
"Pariah"	"PC"	7.8	"Shooter"
"Forza Motorsport"	"XB"	9.5	"Racing, Simulation"
"xXx: State of the Union"	"Wireless"	8	"Action"
"Pokemon Emerald Version"	"GBA"	8	"RPG"
"Psychonauts"	"PC"	8.7	"Platformer"
"Pariah"	"XB"	8	"Shooter"
"Stronghold 2"	"PC"	6.7	"Strategy"
"The Hitchhiker's Guide to the Galaxy: Vogon Planet Destructor"	"Wireless"	6.9	"Shooter"
"Rayman: Hoodlum's Revenge"	"GBA"	6.5	"Action"
"Motocross Mania 3"	"PS2"	3.8	"Racing"
"The Hitchhiker's Guide to the Galaxy: Adventure Game"	"Wireless"	8.2	"Adventure"
"Resident Evil Outbreak File #2"	"PS2"	6.5	"Action, Adventure"
"Enthusia Professional Racing"	"PS2"	7.2	"Racing"
"Rengoku: The Tower of Purgatory"	"PSP"	6	"Action"
"Kingdom of Heaven"	"Wireless"	8.2	"Puzzle"
"Crash Twinsanity"	"Wireless"	7.3	"Platformer"
"NBA Street Showdown"	"PSP"	8	"Sports"
"Elite Warriors: Vietnam"	"PC"	5	"Shooter"
"Cossacks II: Napoleonic Wars"	"PC"	7.7	"Strategy"
"Pac-Pix"	"DS"	8	"Action"
"Ford Racing 3 "	"XB"	4.5	"Racing"
"Empire Earth II"	"PC"	8.9	"Strategy"
"FIFA Soccer"	"PSP"	7	"Sports"
"Sahara"	"Wireless"	7.6	"Action"
"Nate Adams Freestyle Motocross"	"Wireless"	7.9	"Racing"
"Psychonauts"	"XB"	8.7	"Platformer"
"Area 51"	"PS2"	8.5	"Shooter"
"Area 51"	"XB"	8	"Shooter"
"Raze's Hell"	"XB"	7	"Shooter"
"MX World Tour: Featuring Jamie Little"	"PS2"	5	"Racing"
"World Championship Poker: Deluxe Series"	"DS"	7	"Card"
"Jeopardy! 2005"	"Wireless"	7.4	"Trivia"
"ATV Offroad Fury: Blazin' Trails"	"PSP"	7.5	"Racing"
"Military Madness [2005]"	"Wireless"	8.8	"Strategy"
"Spider-Man 2 3D: NY Subway"	"Wireless"	4.1	"Action"
"Ys: Book One"	"Wireless"	7.8	"RPG"
"Silent Scope"	"Wireless"	7	"Action"
"WWE WrestleMania 21"	"XB"	6	"Wrestling"
"Stolen"	"PS2"	5.2	"Action"
"Stolen"	"XB"	5.2	"Action"
"Big League Baseball 2005"	"Wireless"	6.8	"Sports"
"CBS Sportsline.com Baseball 2005"	"Wireless"	7.9	"Sports"
"New York Nights: Success in the City"	"Wireless"	8.8	"Simulation"
"Unreal Championship 2: The Liandri Conflict"	"XB"	9.3	"Shooter"
"The Matrix Online"	"PC"	7.6	"RPG"
"Polarium "	"DS"	7.8	"Puzzle"
"MLB"	"PSP"	8	"Sports"
"Hugo: The Evil Mirror"	"GBA"	6.5	"Action"
"Special Forces: Nemesis Strike"	"PC"	7	"Action"
"Dead to Rights II"	"PS2"	6.8	"Action"
"Dead to Rights II"	"XB"	6.8	"Action"
"Mr. Driller 2"	"GBA"	6	"Action"
"Star Wars: Episode III: Revenge of the Sith"	"Wireless"	7.8	"Action"
"Midnight Club 3: DUB Edition"	"XB"	9.2	"Racing"
"Midnight Club 3: DUB Edition"	"PS2"	9.2	"Racing"
"Jade Empire"	"XB"	9.9	"RPG"
"Midnight Pool"	"Wireless"	8.9	"Sports"
"Close Combat: First to Fight"	"XB"	8	"Shooter"
"Tom Clancy's Splinter Cell Chaos Theory"	"Wireless"	8.8	"Action, Adventure"
"Obscure"	"PS2"	7.6	"Action, Adventure"
"Aquarium Pets"	"Wireless"	7.8	"Virtual Pet"
"Collapse!"	"Wireless"	8.5	"Puzzle"
"Obscure"	"XB"	7.6	"Action, Adventure"
"LEGO Star Wars: The Video Game"	"GBA"	8	"Action, Adventure"
"Myst IV Revelation"	"XB"	8.5	"Adventure"
"LEGO Star Wars: The Video Game"	"XB"	8	"Action, Adventure"
"Tom Clancy's Splinter Cell Chaos Theory"	"GC"	8.5	"Action"
"Mercury"	"PSP"	7.7	"Puzzle"
"Shin Megami Tensei: Digital Devil Saga"	"PS2"	7.8	"RPG"
"Doom 3: Resurrection of Evil"	"PC"	8.4	"Shooter"
"SpikeOut: Battle Street "	"XB"	5.5	"Fighting, Action"
"Doom 3"	"XB"	9.3	"Shooter"
"Project: Snowblind"	"PC"	8	"Shooter"
"Iron Phoenix"	"XB"	6.6	"Fighting"
"Final Fantasy VII Snowboarding"	"Wireless"	7.2	"Sports"
"Impossible Mission"	"Wireless"	6.8	"Adventure"
"SWAT 4"	"PC"	9	"Shooter"
"PsychoToxic"	"PC"	5	"Action"
"Red Ninja: End of Honor"	"PS2"	4	"Action, Adventure"
"World Tour Soccer 2006"	"PS2"	6.5	"Sports"
"Red Ninja: End of Honor"	"XB"	4	"Action, Adventure"
"Ford Racing 3"	"PS2"	4.5	"Racing"
"Dai Senryaku VII: Modern Military Tactics"	"XB"	5.8	"Strategy"
"Tiger Woods PGA Tour [2005]"	"PSP"	7.6	"Sports"
"LEGO Star Wars: The Video Game"	"PC"	7.8	"Action, Adventure"
"Blades of Thunder"	"GBA"	3.5	"Action"
"LEGO Star Wars: The Video Game"	"PS2"	8	"Action, Adventure"
"6 Shooter Showdown: Poker"	"Wireless"	7.8	"Card"
"Mario Party Advance"	"GBA"	6	"Party"
"NARC"	"PS2"	6.5	"Action"
"JAMDAT Sports MLB 2005"	"Wireless"	8.9	"Sports"
"Darwinia"	"PC"	8.8	"Strategy"
"NARC"	"XB"	6.5	"Action"
"Rise of the Kasai"	"PS2"	7.8	"Action"
"NFL Street 2: Unleashed"	"PSP"	7.8	"Sports, Action"
"Dragon Ball Z: Sagas "	"XB"	4	"Action, Adventure"
"Dragon Ball Z: Sagas"	"PS2"	4	"Action, Adventure"
"Dragon Ball Z: Sagas"	"GC"	4	"Adventure"
"Tom Clancy's Splinter Cell Chaos Theory"	"PS2"	8.4	"Action, Adventure"
"Ape Escape: On the Loose"	"PSP"	7	"Platformer"
"Tom Clancy's Splinter Cell Chaos Theory"	"XB"	9.6	"Action, Adventure"
"Tom Clancy's Splinter Cell Chaos Theory"	"PC"	9.6	"Action, Adventure"
"SEGA Classics Collection"	"PS2"	5.3	"Action, Compilation"
"Musashi: Mobile Samurai"	"Wireless"	7.9	"Action"
"Untold Legends: Brotherhood of the Blade"	"PSP"	7.6	"Action, RPG"
"Shining Tears"	"PS2"	6.1	"Action, RPG"
"World Tour Soccer"	"PSP"	7.4	"Sports"
"Dynasty Warriors 5"	"PS2"	7.7	"Action"
"DRIV3R"	"PC"	5.4	"Racing, Action"
"Full Spectrum Warrior"	"PS2"	8	"Strategy"
"Domination"	"PC"	7.2	"Strategy"
"Rayman DS"	"DS"	6	"Platformer"
"Metal Gear Acid"	"PSP"	6.5	"Strategy"
"Need for Speed Underground Rivals"	"PSP"	7.9	"Racing"
"Gretzky NHL"	"PSP"	7.5	"Sports"
"Judge Dredd: Dredd vs. Death"	"GC"	5	"Shooter"
"Judge Dredd: Dredd vs. Death"	"PC"	5	"Shooter"
"Nexus: The Jupiter Incident"	"PC"	8.2	"Strategy"
"Rave Master: Special Attack Force"	"GBA"	3.5	"Fighting"
"2 Fast 2 Furious"	"Wireless"	7.8	"Racing"
"Home Run King 2 "	"Wireless"	6.4	"Sports"
"Twisted Metal: Head-On"	"PSP"	8	"Racing, Shooter"
"TMNT Mutant Melee"	"XB"	5.5	"Action"
"TimeSplitters: Future Perfect"	"PS2"	8.9	"Shooter"
"Tony Hawk's Underground 2 Remix"	"PSP"	8.7	"Sports"
"TimeSplitters: Future Perfect"	"GC"	8.8	"Shooter"
"TimeSplitters: Future Perfect"	"XB"	9	"Shooter"
"God of War"	"PS2"	9.8	"Action, Adventure"
"WipEout Pure"	"PSP"	9.3	"Racing, Action"
"Silent Hunter III"	"PC"	8.8	"Simulation"
"NBA"	"PSP"	6	"Sports"
"Ace Combat Advance"	"GBA"	4.5	"Flight, Action"
"TMNT Mutant Melee"	"GC"	5.5	"Fighting"
"Cold Fear"	"XB"	7.6	"Action, Adventure"
"Brothers in Arms: Road to Hill 30"	"PS2"	8.6	"Shooter"
"Cold Fear"	"PS2"	7.2	"Action, Adventure"
"Phantom Dust [2005]"	"XB"	8.5	"Action"
"Ridge Racer [2005]"	"PSP"	9.1	"Racing"
"Dig Dug"	"Wireless"	8	"Action"
"Spider-Man 2"	"PSP"	7	"Action, Adventure"
"Retro Atari Classics"	"DS"	5	"Compilation"
"Mortyr II"	"PC"	6	"Shooter"
"Darkstalkers Chronicle: The Chaos Tower"	"PSP"	7	"Fighting"
"MLB 2006"	"PS2"	8.7	"Sports"
"Mega Man Anniversary Collection"	"XB"	8	"Action, Compilation"
"Dynasty Warriors "	"PSP"	6	"Action"
"Brothers in Arms: Road to Hill 30"	"PC"	9.1	"Shooter"
"Worms Forts Under Siege"	"XB"	6.9	"Strategy"
"Act of War: Direct Action"	"PC"	8.5	"Strategy"
"Musashi: Samurai Legend"	"PS2"	5.2	"Action"
"MX vs. ATV Unleashed"	"XB"	9.3	"Racing"
"MX vs. ATV Unleashed"	"PS2"	9.3	"Racing"
"Pokemon Dash!"	"DS"	5	"Racing"
"Mobile League WordJong"	"Wireless"	7.9	"Puzzle"
"Yoshi Touch &amp; Go"	"DS"	8.8	"Action"
"Zuma"	"Wireless"	9.2	"Puzzle"
"Johnny Crash"	"Wireless"	8.4	"Action"
"Yahoo! Pyramids"	"Wireless"	8.5	"Puzzle"
"Donkey Kong Jungle Beat"	"GC"	8.8	"Music, Action"
"Gary Grigsby's World at War"	"PC"	8.5	"Strategy"
"Super Monkey Ball Deluxe"	"PS2"	7.9	"Puzzle, Action"
"Super Monkey Ball Deluxe"	"XB"	8.4	"Puzzle, Action"
"Robots"	"PC"	5	"Action"
"Lumines"	"PSP"	8.6	"Puzzle, Action"
"Chicago Enforcer"	"XB"	4	"Shooter"
"Rugby 2005"	"PS2"	8	"Sports"
"Rugby 2005"	"XB"	8	"Sports"
"Inuyasha"	"Wireless"	7.5	"Action"
"Robots"	"XB"	5	"Action"
"Robots"	"GC"	5	"Platformer"
"Robots "	"PS2"	5	"Action"
"The Moment of Silence"	"PC"	6.9	"Adventure"
"Worms 3D"	"XB"	6.8	"Strategy"
"The Settlers: Heritage of Kings"	"PC"	6.5	"Strategy"
"Freedom Force vs. the 3rd Reich"	"PC"	9	"RPG"
"Judge Dredd: Dredd vs. Death"	"PS2"	5	"Shooter"
"Yourself!Fitness"	"PS2"	6.6	"Sports"
"Judge Dredd: Dredd vs. Death"	"XB"	5	"Shooter"
"FIFA Street [2005]"	"GC"	5.5	"Sports, Action"
"Robots"	"GBA"	4.5	"Action"
"Robots"	"DS"	4.5	"Platformer"
"Mortal Kombat: Deception"	"GC"	8.5	"Fighting"
"FIFA Street [2005]"	"PS2"	5.5	"Sports, Action"
"NCAA Hoops 2005"	"Wireless"	6.8	"Sports"
"A Sound of Thunder"	"GBA"	7.5	"Action"
"FIFA Street [2005]"	"XB"	5.5	"Sports, Action"
"Airborne Troops: Countdown to D-Day"	"PS2"	3.5	"Action"
"MVP Baseball 2005"	"PC"	8.8	"Sports"
"Brothers in Arms: Road to Hill 30"	"XB"	9.3	"Shooter"
"S.C.S. Dangerous Waters"	"PC"	8.4	"Simulation"
"The Sims 2: University"	"PC"	8.5	"Simulation"
"The Incredibles 3D"	"Wireless"	8.9	"Action"
"MVP Baseball 2005"	"GC"	9.2	"Sports"
"Tekken 5"	"PS2"	9.3	"Fighting"
"Tekken 5 (Ultimate Collectors Edition)"	"PS2"	9.3	"Fighting"
"Major League Baseball 2K5 "	"XB"	8.5	"Sports"
"Devil May Cry 3: Dante's Awakening"	"PS2"	9.6	"Action"
"Major League Baseball 2K5"	"PS2"	8.5	"Sports"
"Fight Night Round 2"	"XB"	9	"Sports"
"Super Army Wars"	"GBA"	7.8	"Action"
"MVP Baseball 2005"	"PS2"	9.2	"Sports"
"Fight Night Round 2"	"GC"	8.4	"Sports"
"MVP Baseball 2005"	"XB"	9.2	"Sports"
"Fight Night Round 2"	"PS2"	9	"Sports"
"Klonoa 2: Dream Champ Tournament"	"GBA"	8	"Platformer"
"American McGee Presents Scrapland"	"XB"	8.2	"Action"
"Gran Turismo 4"	"PS2"	9.5	"Racing"
"Street Fighter Anniversary Collection"	"XB"	8.2	"Fighting"
"NBA All-Star 3-Point Shootout"	"Wireless"	7.4	"Sports"
"Simon"	"Wireless"	6.2	"Puzzle"
"Ys: The Ark of Napishtim"	"PS2"	7.8	"Action, RPG"
"Snakes"	"N-Gage"	8.7	"Action"
"Project: Snowblind"	"XB"	8.8	"Shooter"
"Star Wars Republic Commando"	"XB"	8.2	"Shooter"
"Star Wars Republic Commando"	"PC"	8.2	"Shooter"
"Project: Snowblind"	"PS2"	8.8	"Shooter"
"Second Sight"	"PC"	7.5	"Action, Adventure"
"Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005"	"GBA"	7.5	"Card, Battle"
"Winnie the Pooh's Rumbly Tumbly Adventure"	"GC"	5.5	"Action, Adventure"
"Winnie the Pooh's Rumbly Tumbly Adventure"	"PS2"	5.5	"Action, Adventure"
"Shaman King: Legacy of the Spirits -- Soaring Hawk Version "	"GBA"	6	"RPG"
"Kessen III"	"PS2"	8	"Strategy"
"Shaman King: Legacy of the Spirits -- Sprinting Wolf Version"	"GBA"	6.5	"RPG"
"NASCAR SimRacing"	"PC"	9.2	"Racing, Simulation"
"Constantine"	"XB"	6.5	"Action, Adventure"
"Aerial Strike: Low Altitude -- High Stakes"	"PC"	6	"Flight, Action"
"Constantine"	"PS2"	6.5	"Action"
"Nano Breaker"	"PS2"	4.5	"Action"
"Hot Wheels: Stunt Track Challenge"	"GBA"	5.5	"Racing, Action"
"X-Men Legends"	"N-Gage"	8.3	"Action, RPG"
"Marble Madness"	"Wireless"	4	"Action"
"Spy Hunter [2004]"	"Wireless"	7.4	"Action"
"Swerve Basketball"	"Wireless"	8.1	"Sports"
"Joust"	"Wireless"	7	"Action"
"Root Beer Tapper"	"Wireless"	7.5	"Action"
"Wario Ware Touched!"	"DS"	8.5	"Party"
"Racing Gears Advance"	"GBA"	8.9	"Racing"
"Tenchu: Fatal Shadows"	"PS2"	6.5	"Action"
"Flashpoint Germany"	"PC"	7.2	"Strategy"
"Evel Knievel Evel-ution 3D"	"Wireless"	3.1	"Racing"
"Son of the Mask"	"Wireless"	7.4	"Platformer"
"Xenosaga Episode II: Jenseits von Gut und Bose"	"PS2"	7.9	"RPG"
"Star Wars Knights of the Old Republic II: The Sith Lords"	"PC"	8.7	"RPG"
"Colin McRae Rally 2005"	"Wireless"	6.1	"Racing"
"FIFA Soccer 2005 Mobile International Edition"	"Wireless"	7.5	"Sports"
"The King of Fighters: Extreme "	"N-Gage"	7.2	"Fighting"
"Torrente"	"PC"	3.3	"Shooter"
"Shadow of Rome"	"PS2"	7.6	"Action, Adventure"
"JAMDAT Bowling 3D"	"Wireless"	8.8	"Sports"
"Champions: Return to Arms"	"PS2"	7.6	"Action, RPG"
"NBA Street V3"	"GC"	9.4	"Sports, Action"
"Death by Degrees"	"PS2"	5	"Fighting, Adventure"
"NBA Street V3"	"PS2"	9.4	"Sports, Action"
"NBA Street V3"	"XB"	9.4	"Sports, Action"
"Star Fox Assault"	"GC"	7	"Shooter"
"Dragon Ball Z Budokai 2"	"GC"	7.5	"Fighting"
"Kingdom Hearts"	"Wireless"	7.4	"Action, Adventure"
"Spider-Man 2 3D: NY Rooftops"	"Wireless"	6.9	"Action"
"S.W.A.T. The Movie: 3D Game"	"Wireless"	6.5	"Shooter"
"Asphalt: Urban GT 3D"	"Wireless"	8	"Racing"
"Will of Steel"	"PC"	6	"Strategy"
"World Soccer Winning Eleven 8 International"	"XB"	9.4	"Sports"
"World Soccer Winning Eleven 8 International"	"PS2"	9.4	"Sports"
"The Punisher [2005]"	"PC"	8	"Shooter"
"COPS2170: The Power of Law"	"PC"	4	"Strategy"
"Trivial Pursuit [2005]"	"Wireless"	8	"Trivia"
"NRA Varmint Hunter"	"PC"	1	"Shooter"
"Star Trek: The Cold Enemy"	"Wireless"	7	"Action"
"Oddworld: Stranger's Wrath"	"XB"	8.8	"Action, Adventure"
"SSX Out of Bounds"	"N-Gage"	7.5	"Sports"
"Fight Club "	"Wireless"	6.3	"Fighting"
"Playboy: The Mansion"	"PC"	6.9	"Simulation"
"Playboy: The Mansion"	"PS2"	6.9	"Simulation"
"Playboy: The Mansion"	"XB"	6.9	"Simulation"
"Zoo Keeper"	"DS"	7	"Puzzle"
"Hidden &amp; Dangerous 2: Sabre Squadron"	"PC"	7	"Action"
"Banjo Pilot"	"GBA"	8	"Racing, Action"
"3D Pool"	"Wireless"	7.3	"Sports"
"Intellivision Lives!"	"GC"	6	"Action, Compilation"
"The Punisher [2005]"	"PS2"	8	"Shooter"
"The Punisher [2005]"	"XB"	8	"Shooter"
"Tork: Prehistoric Punk"	"XB"	6.4	"Platformer"
"Galactic Civilizations: Altarian Prophecy"	"PC"	8	"Strategy"
"Vendetta Online"	"PC"	6.5	"RPG"
"Top Gun 2"	"Wireless"	7.7	"Shooter"
"The Mummy (Wireless)"	"Wireless"	7.6	"Puzzle"
"Connect Four Challenge"	"Wireless"	8.5	"Board"
"The Legend of Zelda: The Minish Cap"	"GBA"	9	"Action, Adventure"
"Mercenaries"	"XB"	9.1	"Shooter"
"Mercenaries"	"PS2"	9.1	"Shooter"
"The Getaway: Black Monday"	"PS2"	6.5	"Action, Adventure"
"Defender of the Crown"	"Wireless"	4.3	"Strategy"
"Resident Evil 4"	"GC"	9.8	"Action, Adventure"
"Hearts of Iron II"	"PC"	8.7	"Strategy"
"Suikoden IV"	"PS2"	7.9	"RPG"
"Fritz 8 Deluxe "	"PC"	8	"Board"
"Fullmetal Alchemist and the Broken Angel"	"PS2"	6.4	"Action, RPG"
"Virtua Quest"	"PS2"	6.6	"Fighting, Adventure"
"Virtua Quest"	"GC"	6.6	"Fighting, RPG"
"Bomber Pilot"	"Wireless"	8	"Shooter"
"Buffy the Vampire Slayer"	"Wireless"	7.8	"Action"
"Time of Defiance"	"PC"	8.3	"Strategy"
"CSI: Miami"	"PC"	6	"Adventure"
"MechAssault 2: Lone Wolf"	"XB"	8.9	"Action"
"NFL Street 2"	"XB"	8.9	"Sports, Action"
"NFL Street 2"	"PS2"	8.9	"Sports, Action"
"NFL Street 2"	"GC"	8.9	"Sports, Action"
"Terminator: I'm Back"	"Wireless"	7.8	"Action"
"Blade: Trinity"	"Wireless"	7.7	"Action"
"GunGriffon: Allied Strike"	"XB"	6	"Action"
"Tiger Woods PGA Tour 2005"	"DS"	6	"Sports"
"Armies of Exigo"	"PC"	7	"Strategy"
"Star Trek: The Birds of Prey"	"Wireless"	8.2	"Shooter"
"CSI: Crime Scene Investigation"	"XB"	5.8	"Adventure"
"Sprung"	"DS"	4	"Adventure"
"Ping Pals"	"DS"	3.5	"Productivity"
"Zoids: Battle Legends"	"GC"	5	"Action"
"The Chronicles of Riddick: Escape from Butcher Bay -- Developer's Cut"	"PC"	8.8	"Shooter"
"Kingdom Hearts: Chain of Memories"	"GBA"	8	"Action, RPG"
"Townsmen 2: Fear of the King"	"Wireless"	7.6	"Strategy"
"Aqua Teen Hunger Force: Destruct-o-Thon "	"Wireless"	6.6	"Action"
"It's Mr. Pants"	"GBA"	8	"Puzzle"
"Sonic Heroes"	"PC"	7	"Platformer"
"World of Warcraft"	"PC"	9.1	"RPG"
"Taiko Drum Master [2004]"	"Wireless"	7.4	"Music"
"Asphalt: Urban GT"	"Wireless"	7.5	"Racing"
"Cabela's Big Game Hunter: 2005 Adventures"	"XB"	6.7	"Hunting"
"Metal Slug Advance"	"GBA"	8.4	"Shooter"
"D-Day"	"PC"	5.2	"Strategy"
"Need for Speed Underground 2"	"GBA"	8	"Racing"
"Ms. Pac-Man for Prizes"	"Wireless"	8.8	"Action"
"Tom Clancy's Splinter Cell Pandora Tomorrow 3D"	"Wireless"	9	"Action"
"OP15: Rising Threat"	"Wireless"	7.9	"Action"
"Mario Party 6"	"GC"	7	"Party"
"Worms Forts Under Siege"	"PC"	6.9	"Strategy"
"Icarus"	"Wireless"	6.2	"Shooter"
"Battle Assault 3 Featuring Mobile Suit Gundam SEED"	"PS2"	3.5	"Fighting"
"Lemony Snicket's A Series of Unfortunate Events"	"PC"	6.5	"Platformer"
"Evel Knievel Evel-ution (2D Edition)"	"Wireless"	5.9	"Racing, Action"
"Midtown Madness 3 Mobile (2D Edition)"	"Wireless"	8.6	"Racing"
"Star Wars Knights of the Old Republic II: The Sith Lords"	"XB"	9.3	"RPG"
"Growlanser: Generations"	"PS2"	8.6	"Strategy, RPG"
"NBA Basketball 2005"	"Wireless"	7.9	"Sports"
"Robocop"	"Wireless"	8.5	"Action"
